,NoPreprocessing Identity,Residuals Identity,NoPreprocessing Corr-50,Residuals Corr-50,NoPreprocessing LGMRF,NoPreprocessing LGMRF uniform-weighting,Residuals LGMRF,Residuals LGMRF uniform-weighting,NoPreprocessing LTMRF,NoPreprocessing LTMRF uniform-weighting,Residuals LTMRF,Residuals LTMRF uniform-weighting,NoPreprocessing Pairs-5,Residuals Pairs-5,NoPreprocessing Pairs-20,Residuals Pairs-20
200002,0.21849019611261358,-0.06156930663515359,0.21394389296967747,-0.0715940607048366,0.21939655745982864,0.1563956202364286,-0.07123050776592757,-0.057289945556855,0.1321034506183033,0.16646603314270547,-0.07014807989822461,-0.05896934430701091,0.04117117270167614,0.0,0.09516957896675929,-0.019280359907809186
200003,-0.028093541508106324,0.05897658885447265,-0.014448092356366187,0.06340588807312701,0.02080493134060853,-0.008767697129515561,0.05907713256009398,0.06813698032945104,0.01114250844079049,0.028299402786492508,0.06260040673582543,0.0665682347581417,0.0,0.0,0.05355605774130891,0.2020624306312061
200004,0.012770772122571836,0.09191174145891579,0.05824499062198552,0.08595104115372976,0.03518491071375453,0.03179273873718594,0.09702970918799973,0.10963783814312911,0.038408842765429475,0.024590334569100356,0.05503037290751231,0.09039373025074657,-0.11988144289287539,0.03446230772905656,-0.0020946542666232565,0.05431364655414084
200005,0.0973266458270389,0.05020595180996044,0.0338188492033359,0.02296728192097387,0.04091507036522585,0.06393527757626483,0.014074427219912793,0.023195319289606244,0.02138503422806689,0.021479873197267782,-0.014304209054978359,-0.025045272626628607,0.09080477397655984,0.1344271231423969,0.08733339683843333,-0.012088958330107178
200006,0.0745340393595443,0.015397583146011386,0.0811896730709227,0.020720589894012337,0.08591610504214585,0.08356601805327121,0.04941978601342139,0.04697193840294267,0.07510410350625467,0.09697446474397464,0.04971135557546952,0.04572559770779635,-0.05214218135411608,0.013359891699192605,0.0025512845665131567,-0.011572919200339652
200007,0.033608215148090696,0.017614740770636718,0.02875834237899172,0.043287857777085645,0.03544919764563193,0.03135870137330987,0.023323622468609553,0.020327263879960734,0.0040286753195191375,0.04380226165450916,0.01586817411352271,0.029909779278308974,0.0,0.0,-0.06394449468703539,0.07853186842528181
200008,-0.02759809666136251,-0.035876788934248255,0.007820958584908859,-0.022664414901455283,0.011204677991104283,0.01844984774223023,-0.0272152782082732,-0.03151859151112639,-0.007488338471991887,0.011066377775651615,-0.009902180702131424,-0.012871839544476533,0.0,0.014698811232270272,0.014206734469395941,0.10796465132978816
200009,0.014110239135002657,0.018543692336419944,0.03536812837960112,0.017769683069558992,0.06174121352180656,0.06032691542598299,0.0392669410887154,0.040037789788689854,0.09551310669436944,0.0880928073434,0.05401744518497003,0.040377741455835794,0.0,-0.10268167094165226,-0.00021019480215878072,0.009726619510558192
200010,-0.03571634487311078,0.029345698895020707,-0.032674317580300434,0.019992432272516472,-0.048602900479657596,-0.03694814515953177,0.013674058442123042,0.020307287015507998,-0.031055779660263735,-0.022319766699925497,0.05853345959154938,0.041105188824617014,0.089134754488294,0.007163902256458028,-0.0069399835697115005,0.02872857774671108
200011,0.02329472596752214,0.07454097271186194,0.0293671420683132,0.08327688745332439,0.03108425035682135,0.02447393707057538,0.09993384206694671,0.0862689326687358,0.043882532876732314,0.04321770684800513,0.10335127956390015,0.0780898856198919,0.0,0.0,0.02262700326737714,0.036705702075648716
200012,0.1458253161846761,0.055454762725083734,0.14401630826318,0.05714984161881935,0.11740686456889285,0.12645928387517547,0.0695475909856138,0.06096343473346249,0.12090132751478347,0.0884768437263305,0.046307140697216524,0.06735205009232616,-0.02499000862675288,-0.010426659997413934,-0.0247777058721778,-0.020070765267230277
200101,0.1543340606594851,0.08458803836780354,0.09046973449181295,0.02851512008740671,0.07841492402168761,0.0756916822192,0.0353212129266225,0.057492549048258186,0.02487105275976453,0.0704440424017529,0.008206890530016057,0.022015184778579888,-0.05534788738348284,0.0076658799552074,0.020502756208285455,-0.022665373936060874
200102,-0.055981630357217774,0.06187774434194098,-0.03046738432303918,0.05807861600876263,-0.016543165794501227,-0.0311798559192452,0.05646956334590044,0.05513291144424265,-0.0350364185623831,-0.034092339516853205,0.05342744000398146,0.052458375237913565,-0.019216752299147766,0.08492931748090982,0.08061956888389243,-0.10317120957945036
200103,0.06735762059533909,-0.03285557598236149,0.06475537450418471,0.014439586733355053,0.07672967653458823,0.07227926161992669,0.022277348838898613,0.007650951158293607,0.101157674503439,0.07752740217361896,0.020958920519346187,0.024010421876894915,0.0,-0.04959994878692431,0.017952797842289557,-0.025689669849290664
200104,0.06059658772193812,0.031186384961277472,0.07114849945681201,0.04540571170232463,0.0666386415736615,0.0612632972770223,0.037972257113763765,0.05458796698725243,0.05647917456546882,0.026509571420154334,0.056262788059239774,0.04352669778567927,0.0,-0.05008208199804831,0.018509026888615443,-0.021236232254264742
200105,0.04551157785853666,0.044647243787333944,0.0342646655566567,0.04969646538054133,0.05501731202713356,0.04629112285533718,0.0408669252771723,0.05253460479777235,0.055009886715856916,0.05558254355091273,0.03868827737422011,0.025317150460118915,0.07409278247884166,-0.01475654281047234,0.10328688994420325,0.053828158800672044
200106,0.010895465087016453,0.0239249786659944,0.009797356501449354,0.036273315471968645,0.02124308792609065,0.028598615689043268,0.04428914505992952,0.0424814423054625,0.003394337524809413,0.027779953715973627,0.04108687396402499,0.0475906502569523,0.040637319517676795,-0.021006350390193496,0.009642541546583719,0.027506765532317897
200107,-0.0011330417660971445,0.005816865830584009,-0.008738471235831435,-0.000763349034166182,-0.013874685053152376,-0.001201979199226406,-0.012473667025472219,-0.007132112445518225,-0.009061565560637117,-0.02758142982390396,0.020619102994977767,-0.03421873851922917,0.0,0.0,0.021442195033364485,-0.02621551203490524
200108,-0.044619940957870204,0.05343648140373769,-0.01585009114701604,0.07559772718264714,-0.04138878024743966,-0.0310250808111386,0.08663372769573391,0.08032402735347732,-0.05329018949553804,-0.04818170274278158,0.06632389258839348,0.06635212246381039,0.0,-0.05218091037633049,-0.029772090537045853,0.028135942474173656
200109,0.08280175504730336,0.05891603876368425,0.05329689339707592,0.048004213128871064,0.07014858438002293,0.05176245044297014,0.052603401235142865,0.06094644620797219,0.05389509082277249,0.07155541604391412,0.046488684249630506,0.03444208733857791,0.0,-0.021668812373589086,-0.030765998809198614,-0.004563667461971653
200110,-0.032085490935310865,0.024584646919987154,-0.013095166949547273,0.02191321786348074,0.0015901897458645599,0.006861419275005139,0.023767949529747683,0.03006505536559583,0.004027990778534811,0.010879404247580148,0.018658751316306316,-0.0038907355209269055,0.0,0.040588585392419496,0.01447679874480362,-0.023696486618422274
200111,-0.018156376118303535,-0.007197212213177205,-0.021487962171341392,0.0038627737321427083,-0.005415989550364717,-0.019619810556933667,-0.006611717888322514,-0.007112178111726923,-0.0035255916032752525,0.012858649678270126,-0.0020021345307743967,0.002464826489438475,0.0,-0.036880254325869936,0.07807736191283066,-0.2321178484797273
200112,0.023392012730951317,0.03326600322429703,0.011588282879071413,0.038190105099220155,0.020758634490531586,0.017671403284886728,0.01690860911347466,0.028416949514922393,0.03894826721766258,0.02135212381866683,0.015417173939805361,0.004574080676819095,0.02341211597043369,-0.023362910285654848,0.06222219055312346,0.05079013729195913
200201,-0.034993658148827086,0.04925690692467223,-0.027044542006885122,0.04698406711882631,-0.03076080972643758,-0.019477661450716152,0.04686034441439927,0.04399287556960315,-0.0040999286341875055,-0.026594851518556176,0.016382637101524117,0.019110056516618876,0.0,-0.009960114618415838,-0.037852874773635636,0.020465684156206976
200202,0.11586674347468263,0.0613000225235302,0.10419955549400478,0.0544876968123676,0.10358352226638215,0.11051149363891094,0.07700287459166609,0.06707772805054797,0.12236886587288767,0.08771134113120319,0.07035227404195679,0.06342191819332756,-0.024066708687534355,-0.05108360101985476,0.07942729886289433,0.006812284498528224
200203,-0.008364491561250388,-0.008995058652748023,-0.00024253367934181508,-0.018749934585053675,0.015233344699677291,-0.019495419809284514,-0.015316062992291688,-0.02132339069866433,0.011019359283601555,0.01576686079557425,0.026380461889992282,0.01079588845003691,0.0,0.0,0.024111327767750435,0.06000408581048822
200204,0.017394880045709007,0.014550957644905906,0.006013679340868457,0.008485971304378562,0.01195940953577155,0.009198319071582133,0.010670792168114392,0.016513961534744027,-9.530647200583258e-06,0.010151543753289237,-0.017539302425783724,0.0018314462520470326,0.0,-0.05479731287199985,0.04610473260598809,0.0286670277217399
200205,-0.04596338313480951,-0.028438279988432034,-0.02259205816908902,-0.025019706498522386,-0.041443094760938756,-0.03770367241566006,-0.05523532916055012,-0.0167848223708715,-0.03357575036947554,-0.051838149373891834,-0.06327645987639133,-0.04952032196131309,0.038555384456432584,-0.08090049666322385,-0.016676013047839867,0.017192960547478753
200206,-0.01798130667463227,0.0667453030764253,-0.020913443762442637,0.051719951591192505,-0.036751106450879124,-0.01694610423006429,0.06689263705808583,0.05752027751861407,-0.059264232181996,-0.02788719487275168,0.029376012690781595,0.05685490614751974,0.0,-0.5113450648976385,-0.5413433864593853,-0.0842100684168118
200207,0.06872502566271634,0.04337942086168141,0.05134666726757314,0.07861268114182847,0.06690119370885331,0.05222099490922255,0.04703933359151823,0.05786792575136453,0.07473080756184403,0.0754132722842227,0.04491307442924189,0.040177062796181544,0.007842401370545815,0.1948716882141348,0.10217950219570267,0.0557688916704638
200208,0.003768752665621383,0.031036612827221886,-0.0058174303591734255,0.011592294576834033,0.005786464348113846,-0.013718709879384831,0.008796647821696587,0.008185210334867443,0.0197278102668026,0.028508250812631215,0.004787150887954547,-0.0023668469223434973,0.033686071387356575,-0.04884091311909289,0.02400508654403223,0.013925337586523286
200209,0.013277761530946293,-0.11893951146955706,0.0024301216890700644,-0.10767920599224823,0.017042062916604726,0.032145818747881305,-0.10100501647970722,-0.1127543692698901,-0.011199269641892304,0.03623340274982114,-0.12358480464319894,-0.12199456782369932,0.0,-0.045186089142344565,-0.015358339752936241,-0.0756766340634984
200210,0.010730399334471804,0.19657223782854874,0.02864039604364697,0.19354580207862934,0.03327671805579189,0.05772409389738067,0.1969003847921893,0.1820758788111398,0.12212361626265285,0.0534226447590364,0.18958915632561116,0.2074880838579252,-0.2263666595077516,0.03332286503184918,-0.01712842214125744,0.013440156899097718
200211,0.11392554830826412,0.05396462606152337,0.08201934131476346,0.05741295335857843,0.09591804748982836,0.07903148519888037,0.04993874537614513,0.04935560442693161,0.06601603398553413,0.08549449016468279,-0.002276173955627351,0.04664634852000266,0.0796390383838641,0.028221479238480507,0.05084778609631842,0.005651149465160633
200212,0.00923981418822632,-0.01680279092630965,0.008095103922554308,-0.012358323582980259,-0.010742124738058679,-0.01392148403518399,-0.021230615337436066,-0.017852053133845056,-0.0035396096845874765,-0.000685399746090332,-0.017789591783041108,-0.02957059139210281,0.0,-0.13574818103068043,-0.05308560079935759,-0.06581024089135779
200301,-0.056231302421638645,-0.046875147371472185,-0.04641395113587949,-0.054823649350332855,-0.04336889448955298,-0.048803641251780015,-0.05208217294536629,-0.04635867308199964,-0.0387854242044493,-0.05852277717871073,-0.05419883736582103,-0.06046804138507974,0.0,-0.12398849049066185,-0.03314960089835517,-0.1853953106294321
200302,-0.004414892879134491,0.0017443092247291785,-0.014528188654109896,-0.014080172633789224,-0.003696061849965665,-0.00921319666477741,-0.02174077234541018,-0.006105894999402569,-0.021230204091535317,-0.028304226137537192,0.01430579395084282,-0.010483452357768258,0.0,0.0,0.0,0.2700169619114018
200303,0.060143161207404205,0.052096526171804984,0.048054388437905514,0.05549224544707249,0.035117986772273714,0.06479245834256286,0.03309590539181083,0.040642257272669756,0.032330014366025776,0.02751380114764277,0.05042558278556101,0.024019623392366483,0.0,0.0,0.0,-0.05175790726792173
200304,0.04152133960861595,0.08358647112259336,0.01368123162538813,0.10245717947434574,0.03770029755131968,0.047802313109803575,0.09927713124591508,0.10086548890296143,0.006718727406357174,-0.007767743435889759,0.10767133982924003,0.10025311438390941,0.0,0.0,0.0,0.0
200305,-0.004195171440888625,0.010496766597213276,-0.01993290478696187,-0.00239253524616547,-0.017908023183378825,-0.016838740354151845,-0.007297197379189912,-0.005987374183906807,-0.0076080407348887436,-0.02502511820850934,-0.010283230432926976,-0.00938376572683388,0.008665582711494757,0.008665582711494757,-0.001464021777916047,-0.009329319830973626
200306,0.032532755219666906,0.06011946882661954,0.040653467033791524,0.052639540262458935,0.04725436602244645,0.03558093391221891,0.05429143388257732,0.04754276016028157,0.045362944110173414,0.027530878402953547,0.043989749765440504,0.017608396377746943,0.013548081774421572,0.0,-0.10157346052042904,0.05506615169060347
200307,-0.01551852039412545,0.02645155933730371,0.0011353222785384157,0.03666017204058678,0.0035116274536721166,0.009441092100172422,0.037900085517186634,0.02939803392109301,0.0200008041499901,0.027392471288133883,0.021291062326785036,0.008677701184942509,-0.040717348214541094,-0.040717348214541094,-0.025382588132492424,-0.017440646875762855
200308,0.04937415720587173,0.05213497931624243,0.06000886768193851,0.05580215508092017,0.058607916099182804,0.04394270039845176,0.050088847570390976,0.0411203164709828,0.033167716791795414,0.029628116685613715,0.05318333463005001,0.045949154545657706,0.0,0.0,0.0,0.0
200309,0.04773347657741482,0.039120448544157506,0.04330221208931689,0.009060620170066255,0.03362176941214053,0.04238595572575548,0.015001657843123902,0.029154319039338118,0.024354453964388272,0.020813580561718125,0.010718331333950441,0.003068995291998179,0.0,0.0,0.0,0.0
200310,-0.0009461203792583903,0.02019159217920816,0.008746010714160661,0.01431270015980055,-5.374934831411048e-05,0.004567416602441426,0.0161095028974138,0.019944936335030486,-0.007777568709269417,-0.021726872046938323,0.003746867151757131,0.011150688841457016,0.0,0.0,0.051532597170609096,0.0
200311,0.02545016137431589,0.04517045655775324,0.024156299205926567,0.041461481968568546,0.03935979670476267,0.03721162267607337,0.05121970167223128,0.05323319353293712,0.03246382284100715,0.02504888748580033,0.045027015206346895,0.03627093300001381,0.0,0.0,0.0,0.0
200312,-0.001603851070266588,-0.013198787141802042,-0.008120458626756331,0.0030483177691529527,-0.005248154785939819,-0.007659101295149376,-0.006566990703932946,-0.008722614216070658,0.013909342109621086,0.004123319982152014,-0.0354583090356821,-0.02796322286046763,0.0,0.0,0.0,0.0
200401,0.008806012298603012,-0.008516120061679537,-0.0005005711296777772,-0.002422021298759865,0.01386764115956108,0.012901181143335392,0.0010909667915373524,0.011028578320931936,-0.010071296714877517,0.010270751491996235,0.004766064214827447,-0.003573757787108036,0.0,0.0,0.0,0.0
200402,0.0012331636650086126,0.0024686341870414144,0.0024015419812276843,0.0012921106409412675,0.014776105260859965,0.003599097710238736,0.016191234310297363,-0.0005044633750030997,0.01603443590235541,0.00920498551615327,0.009533195710241367,0.009881713308258433,0.0,0.0,0.0,0.0
200403,0.041968012586612556,0.0700181327080029,0.037811931862734134,0.05229903476179104,0.016858632053234804,0.030311391263684432,0.024809576743772214,0.03373962746797654,0.024622630212779585,0.012687912378075898,0.029914239438095243,0.01743288592167765,0.0,0.0,0.0,0.0
200404,0.03909286519050513,0.044757149684100654,0.0267274920399796,0.03443402542114774,0.019107975975533962,0.023634365420710717,0.026412501094077032,0.030653879177263903,0.004583342583285507,-0.008685435735665187,0.016247944885592093,0.019971098162934464,0.0,-0.06800866656557258,-0.06800866656557258,-0.03194441994553032
200405,0.002798030808165721,-0.00045798974811572584,0.0123696364695664,0.010077143850094722,0.0029528862347729667,0.009633867625879936,-0.0025996985737560866,0.0076790630837380676,0.008215398351826674,-0.0008462661482711046,-0.0005815990969142517,0.00985551986802777,0.0,0.0,0.0,0.0
200406,-0.00711833197926027,0.030463296138209483,5.556564187510172e-05,0.022779086617986406,0.007333407619754215,0.012001384313679916,0.026262046338195923,0.024877336011286385,-0.0009469799700249488,-0.01735946213410823,0.008810644252827906,0.016603019750660312,0.0,0.0,0.0,0.0
200407,0.022399936786286594,0.03670446921375012,0.016243242102989018,0.03755449646576174,0.02364816337245319,0.032741406975214306,0.05369925748534567,0.03343685011344599,0.03146884016375443,0.03627997129708133,0.07132284641623711,0.059836767984239723,0.0,0.0,0.0,0.0
200408,0.05231112157201225,0.052586715985558495,0.03549667887409653,0.04203038043413466,0.02344123474725248,0.03404336046079061,0.0428858405353185,0.039819461047574875,0.012635920086121341,0.008807293735237153,0.023744325018974142,0.015869320169509808,0.0,0.0,0.0,0.02374822590609338
200409,0.006636082708011913,0.011017411109898708,0.025627160796500802,0.0002779245983195413,0.011854673970223972,0.009981967428023604,-0.001117113819460868,-0.0028252471035682784,0.026752165109008113,0.021849157215598197,0.012371853981696693,0.0027292766988635782,0.0,0.0,0.0,0.0
200410,-0.0065908597562207944,-0.004517090065530481,0.011632721693046855,0.0008802290669802457,0.00110529079543179,-0.0008491296437608431,-0.004981132871921027,-0.004036081410745406,0.009204058486921199,-0.0031415789132200706,0.014791631190463325,0.006725281211733971,0.0033470760612823725,0.0033470760612823725,-0.009903973385328113,-0.03019343588555201
200411,-0.008216292781693727,0.005242502136928515,-0.008462686024768691,0.002300135388372758,-0.013331527535966859,-0.015430416392765546,0.007297927421158609,0.006229818853599732,0.0020401666259940296,-0.0012134688461000317,0.01178968602405523,0.006034409944761366,0.0,0.0,0.008245092896920547,0.0
200412,0.03331036800563915,0.01341351616233291,0.016690686618655682,0.011550842187186458,0.022069800824272148,0.02550881491436316,0.008669059904755807,0.007313873690369347,0.00239133358986886,0.003643379814345883,-0.018568355847121104,-0.02381713514310354,0.0,0.0,0.0,0.0
200501,-0.03502588619934519,0.014446862416767344,-0.030069926502815807,0.008334099463638738,-0.03158445761873728,-0.02872023277767327,0.01219331939919608,0.0009739171559657582,-0.0011907512223381241,-0.0180765209963753,-0.0052411770770122885,0.011678955539575547,0.0,0.0,-0.11004339227204296,0.0
200502,0.02510570381315144,0.023175238900274606,0.0138986090975041,0.028329534458758892,0.0140414894857753,0.013368996393441513,0.003993832813241438,0.005228944911141688,0.007307043567632694,0.01847411324711097,0.0057443976138260985,0.0069040367177968555,0.0,0.0,0.0,0.0
200503,0.011192682627978115,0.044356085067044644,0.02214612781908672,0.02960031731101833,0.013631332318308893,0.007753720334215179,0.030527125656519133,0.028362296772044028,0.01308921196033432,0.001536023438359156,0.021432422201147407,0.03609947102594655,0.0,0.0,0.0,0.0
200504,0.02649222682236627,0.006561181405529597,0.026604756134816113,0.0016447007409613394,0.030615413915311668,0.027461390043513438,0.006843615178206093,0.006404267172538121,0.01168608743325321,0.010809011808178271,-0.0017881229587234002,-0.006813942451612756,0.0,0.0,0.0,0.0
200505,-0.024443943557047324,-0.010032932221592815,-0.01694492769308959,0.001512315718613278,-0.013605900127368046,-0.023535610596181877,-0.001288137249085332,-0.003453988895419989,-0.013636954908815408,0.0001638648110300657,-0.024793643051337095,-0.018819972792641727,0.0,0.0,0.0,0.0
200506,-0.00021962151511666832,0.0017554922197412426,-0.0046380582858994235,0.0017075151583831464,0.005876233544640807,-0.005982927675615281,0.02050942120193308,0.010599262201311292,0.006893779063768524,0.022121283597275256,0.02791693021195253,0.030480536116508306,0.0,0.0,0.0,0.13173658906724373
200507,0.009034749337855554,-0.010653766640235367,-0.0009302461943929328,-0.0015286889230715036,0.002350578362471404,-0.006814262703095566,-0.004844650114108461,-0.009698389021007371,0.022178898351226353,0.010476597494795637,-0.0023135369294404354,-0.0036245452002973046,0.04006185809648488,0.0,0.08115514712278771,0.0
200508,-0.05437849422160802,-0.03824380346223053,-0.04440433431432525,-0.025352844662687057,-0.024671614755559932,-0.03353536779552661,0.00011667371024261925,-0.020492486640908376,0.005359409569702029,0.005152932251611551,0.013001995446207127,0.004846864707090539,0.0,0.0,0.0,0.0
200509,0.024285065884738187,0.019436239380296573,0.021950605134147313,0.014375919622686553,0.005456730985472315,0.014070252157114034,0.016406311395928973,0.01852470818992362,-0.01773136970727332,-0.011330537308292464,-0.009549463103657497,0.0044266267152218925,0.0,0.0,0.0,0.0
200510,-0.017515518509668628,-0.01633238151057146,-0.012494889659259057,-0.00812548537670118,-0.023193360923014578,-0.020595884575897862,-0.01813082754020857,-0.005904880627271761,-0.008126803018158435,-0.022999963063568406,-0.006862648230611107,-0.005869472031721493,0.0,0.0,-0.006863677536339097,0.0
200511,0.026231734940905346,0.014099233086076135,0.007836951237377184,0.016697011136898508,0.009930571013012788,0.010518682632731894,0.010827164873371653,0.004760747122595386,0.030606623532308617,0.015808754944211547,0.016140968268141834,0.012697382597499035,0.0,0.0,0.0,0.0
200512,-0.033489187647820585,-0.04436426946232036,-0.03718317370070261,-0.04131343874654849,-0.026242653313997687,-0.025150066079089935,-0.0362726064301535,-0.030072439710034253,-0.006987015373675317,-0.016443668124513464,-0.03544061214887841,-0.03384175041174879,0.0,0.0,0.0,0.0
200601,0.04271032580363522,0.04594386902743206,0.03825471003277861,0.043128652764110154,0.018846590972778972,0.026163631444260198,0.03114177265028982,0.035725906736407444,-0.005765854556379946,0.01732084874068556,0.019117485053019825,0.01085191257785395,0.0,0.0,-0.013496059896870582,0.03583256719196348
200602,0.014550459595715373,0.0029756057422194644,0.01223824008689834,0.008684665444092436,0.0050933180797207425,0.013370520139580663,0.0038919488531910765,0.007296376232358686,-0.007492165407110194,0.015510913248321273,-0.007509171047755614,0.01220094331185238,0.0,0.05619175927161013,-0.04342331874468708,-0.07651118947100599
200603,0.03050495571984159,0.01625394367073616,0.02618824635105653,0.013246777936685977,0.017730705334415328,0.011400045041541311,0.018225808309932794,0.012793732237806752,0.04110645900343139,-7.967761654285865e-06,0.023093061535786226,0.017279894675358613,0.0,0.001669688720674859,-0.0958327554737699,0.051651550640884336
200604,-0.00303375680780701,-0.00813404374123948,-0.002997276667524576,-0.006920953346349852,-0.010295861440287194,-0.015109309582822915,-0.007305600075390793,-0.006578816285988064,-0.008747015548214974,-0.012238370284692216,-0.002399337529130497,-0.0031720988436655714,0.0,0.013533535517639583,-0.020307114084928968,-0.007481350363790107
200605,-0.016108598493757554,-0.019264185066131995,-0.005266430658396753,0.003823322215165406,-0.008106762946986954,-0.004011887861664448,-0.006795760389825541,-0.007964661324770524,-0.004744915623065136,-0.00579496386416432,0.009178076714662151,0.004757036400506601,0.0,0.0,0.0,0.0
200606,-0.016445892720396878,0.004638716366116049,0.008726806148573086,0.0225528976585923,0.012523093272946153,-0.0014718617783661886,0.025242580311978652,0.016189556568160835,0.036333962813820314,0.03687836754784179,0.05504876217251678,0.025263476786006142,0.0,0.0,0.0,0.0
200607,0.006198025310865541,-0.006779475147393241,0.012138803877392388,-0.013849854332051766,0.013201593081918334,0.012820895071691716,-0.02210109205222541,-0.025438127179374912,0.0311138542128775,0.01621032767288878,-0.0033185179974677117,-0.024697382954611553,0.0,0.0,0.02849231818873399,-0.026231329743228504
200608,0.009379733147105907,0.035660401173922246,0.007176064593772685,0.03459845232115232,0.019187470250753066,0.021613766441448582,0.03681893555033325,0.03495358069259554,0.029014312223995923,0.056228770867247535,0.04976763750955405,0.03908955165369218,0.0,-0.022149415687822804,0.0,0.0
200609,-0.008961449771740116,0.003752855289673145,-0.000948536188509658,-0.00679629985469546,-0.003973992056956321,-0.000753654973415029,-0.0006553943792071391,-0.009816442118094027,0.006680655630309486,0.014188769339396412,-0.002042395838743667,0.014273411261169825,0.0,0.0,0.0,0.0
200610,-0.01890843246289518,-0.014861052449509578,-0.006972892159389254,-0.010907484303485423,-0.007312620121789845,-0.008511712635408817,-0.0054543261005616725,-0.008862380586556844,2.189934020372828e-05,-0.008638430702577781,-0.0024213487415276846,-0.013979901550745423,-0.053447813523210375,0.0,-0.02280701792177031,-0.002461319365929082
200611,0.0111535692791263,0.014887416764048016,0.011936268291830173,0.007604315014154126,0.017940064950313146,0.010860742201205515,0.011792116418431054,0.006105642849455117,0.009743764015057726,0.011091163732189614,0.012261462087635793,0.018416248446567016,-0.09074023865417125,-0.09074023865417125,-0.09074023865417125,0.03892950759317715
